0,8342
1,4562
2,5321
3,11008
4,5530
5,7147
6,4197
7,7457
8,6491
9,5527
10,4640
11,6336
12,5238
13,6962
14,4640
15,5787
16,8131
17,4483
18,4717
19,6178
20,6465
21,5995
22,4300
23,6750
24,8392
25,5395
26,5212
27,4040
28,6986
29,4066
30,7194
31,39275
32,7819
33,4744
34,5474
35,4171
36,7586
37,5657
38,5526
39,5865
40,6697
41,4613
42,4744
43,4952
44,4430
45,5004
46,4430
47,6829
48,5944
49,7246
50,6517
51,5473
52,4561
53,5864
54,4327
55,6125
56,6880
57,4352
58,8290
59,8342
60,6855
61,4327
62,7195
63,7298
64,9853
65,6517
66,5239
67,6124
68,5161
69,4613
70,4899
71,6333
72,7427
73,5187
74,4665
75,4613
76,4482
77,4951
78,4691
79,9252
80,4169
81,5577
82,3909
83,8001
84,4535
85,5264
86,4769
87,6828
88,5082
89,7324
90,6204
91,7245
92,4560
93,5212
94,6177
95,9357
96,4483
97,4951
98,4770
99,8706
100,5160
101,5056
102,4013
103,7115
104,5004
105,6593
106,6933
107,4977
108,5500
109,5499
110,5056
111,7167
112,4613
113,7272
114,7480
115,5394
116,4248
117,5759
118,6464
119,7531
120,6542
121,4300
122,5577
123,4013
124,6412
125,4691
126,22712
127,6541
128,7245
129,4274
130,4456
131,6229
132,5369
133,6123
134,5186
135,6698
136,6879
137,6307
138,4535
139,5473
140,4248
141,4717
142,5368
143,6254
144,6776
145,4273
146,4874
147,4378
148,5030
149,4795
150,4274
151,6489
152,5551
153,4873
154,5212
155,4534
156,6620
157,4326
158,4483
159,6593
160,5030
161,4638
162,5160
163,5082
164,5969
165,4378
166,5552
167,6385
168,5499
169,5108
170,4534
171,4899
172,20907
173,4508
174,3908
175,7402
176,4379
177,5108
178,5056
179,5160
180,4222
181,21063
182,4300
183,6020
184,5290
185,5003
186,4717
187,4873
188,6177
189,5602
190,4430
191,6542
192,4639
193,5343
194,6985
195,4769
196,3857
197,9461
198,4560
199,22441
200,4247
201,8286
202,5210
203,5498
204,5576
205,5212
206,4247
207,6984
208,4795
209,5446
210,4560
211,5238
212,4325
213,7297
214,5655
215,12145
216,4404
217,5368
218,4091
219,8365
220,5368
221,4821
222,4012
223,7817
224,5108
225,4794
226,4065
227,5784
228,5238
229,4534
230,5290
231,24683
232,3987
233,4351
234,5472
235,4586
236,8442
237,4221
238,4690
239,6071
240,5003
241,4925
242,5837
243,4794
244,7531
245,4247
246,4482
247,7166
248,4482
249,4638
250,5421
251,5446
252,5447
253,5055
254,4690
255,5706
256,6906
257,4899
258,5994
259,5317
260,5212
261,6359
262,4456
263,6437
264,7974
265,5420
266,5681
267,4143
268,5185
269,3700
270,4038
271,9460
272,4430
273,5758
274,4195
275,5759
276,4769
277,5915
278,3961
279,6880
280,4143
281,6202
282,4560
283,6958
284,4221
285,5055
286,4508
287,7844
288,5942
289,4951
290,5758
291,4794
292,4768
293,6228
294,5003
295,7739
296,4169
297,4794
298,5055
299,4743
300,4039
301,5133
302,5733
303,8287
304,4482
305,5315
306,5525
307,5837
308,4664
309,5993
310,4299
311,9041
312,4716
313,5498
314,6985
315,12198
316,4299
317,5654
318,4768
319,6983
320,5265
321,5057
322,9956
323,5838
324,5264
325,5003
326,5628
327,23013
1538,94551
1539,13916
16692,12145
16693,5890
