0,11342
1,7562
2,8321
3,14008
4,8530
5,10147
6,7197
7,10457
8,9491
9,8527
10,7640
11,9336
12,8238
13,9962
14,7640
15,8787
16,11131
17,7483
18,7717
19,9178
20,9465
21,8995
22,7300
23,9750
24,11392
25,8395
26,8212
27,7040
28,9986
29,7066
30,10194
31,42275
32,10819
33,7744
34,8474
35,7171
36,10586
37,8657
38,8526
39,8865
40,9697
41,7613
42,7744
43,7952
44,7430
45,8004
46,7430
47,9829
48,8944
49,10246
50,9517
51,8473
52,7561
53,8864
54,7327
55,9125
56,9880
57,7352
58,11290
59,11342
60,9855
61,7327
62,10195
63,10298
64,12853
65,9517
66,8239
67,9124
68,8161
69,7613
70,7899
71,9333
72,10427
73,8187
74,7665
75,7613
76,7482
77,7951
78,7691
79,12252
80,7169
81,8577
82,6909
83,11001
84,7535
85,8264
86,7769
87,9828
88,8082
89,10324
90,9204
91,10245
92,7560
93,8212
94,9177
95,12357
96,7483
97,7951
98,7770
99,11706
100,8160
101,8056
102,7013
103,10115
104,8004
105,9593
106,9933
107,7977
108,8500
109,8499
110,8056
111,10167
112,7613
113,10272
114,10480
115,8394
116,7248
117,8759
118,9464
119,10531
120,9542
121,7300
122,8577
123,7013
124,9412
125,7691
126,25712
127,9541
128,10245
129,7274
130,7456
131,9229
132,8369
133,9123
134,8186
135,9698
136,9879
137,9307
138,7535
139,8473
140,7248
141,7717
142,8368
143,9254
144,9776
145,7273
146,7874
147,7378
148,8030
149,7795
150,7274
151,9489
152,8551
153,7873
154,8212
155,7534
156,9620
157,7326
158,7483
159,9593
160,8030
161,7638
162,8160
163,8082
164,8969
165,7378
166,8552
167,9385
168,8499
169,8108
170,7534
171,7899
172,23907
173,7508
174,6908
175,10402
176,7379
177,8108
178,8056
179,8160
180,7222
181,24063
182,7300
183,9020
184,8290
185,8003
186,7717
187,7873
188,9177
189,8602
190,7430
191,9542
192,7639
193,8343
194,9985
195,7769
196,6857
197,12461
198,7560
199,25441
200,7247
201,11286
202,8210
203,8498
204,8576
205,8212
206,7247
207,9984
208,7795
209,8446
210,7560
211,8238
212,7325
213,10297
214,8655
215,15145
216,7404
217,8368
218,7091
219,11365
220,8368
221,7821
222,7012
223,10817
224,8108
225,7794
226,7065
227,8784
228,8238
229,7534
230,8290
231,27683
232,6987
233,7351
234,8472
235,7586
236,11442
237,7221
238,7690
239,9071
240,8003
241,7925
242,8837
243,7794
244,10531
245,7247
246,7482
247,10166
248,7482
249,7638
250,8421
251,8446
252,8447
253,8055
254,7690
255,8706
256,9906
257,7899
258,8994
259,8317
260,8212
261,9359
262,7456
263,9437
264,10974
265,8420
266,8681
267,7143
268,8185
269,6700
270,7038
271,12460
272,7430
273,8758
274,7195
275,8759
276,7769
277,8915
278,6961
279,9880
280,7143
281,9202
282,7560
283,9958
284,7221
285,8055
286,7508
287,10844
288,8942
289,7951
290,8758
291,7794
292,7768
293,9228
294,8003
295,10739
296,7169
297,7794
298,8055
299,7743
300,7039
301,8133
302,8733
303,11287
304,7482
305,8315
306,8525
307,8837
308,7664
309,8993
310,7299
311,12041
312,7716
313,8498
314,9985
315,15198
316,7299
317,8654
318,7768
319,9983
320,8265
321,8057
322,12956
323,8838
324,8264
325,8003
326,8628
327,26013
1538,97551
1539,16916
16692,15145
16693,8890
